loan_id,customer_id,loan_amount,interest_rate,start_date
LONWF7OXQAF4ROG,CUS58B7SV4FPUCG,2390.0,17.67,28-01-2024
LOND09TIL8TUPE6,CUSSVOX6SO2D0CF,500,6.68,14-03-2019
LONK3HJ2Z32547B,CUSUU4SSGWDDC7C,42369.84,8.18,23-07-2024
LOND3LIGLBO5A37,CUS4I9JCW6CN92Z,32544.74,7.61,14-02-2021
LONLR4PAEMWAMIN,CUSUODSKJBC5A3D,40887.43,6.47,20-10-2022
LONLGYFQY4FLGSC,CUS94JYZ6NXIVUN,6185.89,16.14,09-04-2024
LONQD42KF2J27DB,CUSN5FZN9XOSYR0,16997.28,9.9,11-01-2025
LONTZ6RBLOJCC5A,CUSEKDXXF3F3XIE,24507.58,12.93,03-11-2024
LONO9CAI4YY8VKP,CUSLGWWIRVL67Y7,53550.44,4.95,14-10-2021
LON6YPFOJZT9V77,CUS66KH4IEHX7UU,38837.04,10.11,21-01-2023
LON1HDC47TITG1H,CUSBRMHM886QD5A,919.82,13.2,23-12-2021
LONDYRP6KYF06YP,CUSYNG40864X81O,4873.14,13.41,14-01-2021
LONUHT787EXNLHJ,CUSRILYBBQ3LZBR,50922.13,4.42,07-04-2020
LONHHQRVTEWUFEI,CUSHEZUE1AW79S6,15762.95,10.37,24-05-2020
LONOUSZXGJP45I7,CUSB6U5CKNHP411,26977.06,8.35,20-12-2022
LONTFKJBOY0W1V5,CUSXUAEVW7WROAZ,20064.45,6.83,25-01-2025
LONHOTBV40GIQE9,CUS5VC9JLF16FYR,13620.73,8.71,21-04-2019
LONPYBAJB3SLL7X,CUSCJ7GKITH90NK,20667.83,6.74,05-03-2024
LONSE9GXYJE1TBQ,CUSA8IYL258XXGM,15383.54,7.09,19-12-2019
LONV5D5OSQII6S7,CUSC2SO7RCY3HEV,2787.46,6.45,02-12-2021
LON9RKOHTZMZ8MF,CUSHFNH5B78KLXZ,28555.76,4.08,21-04-2020
LONR8H8GPCDX9NB,CUS11QK3PAOYLML,30949.2,6.25,27-02-2020
LON8KSOE6YCNMZU,CUSQPL0AAV6T64C,59762.44,5.61,07-02-2023
LONLX78MOU1ZFCV,CUSMXUFJHY70969,2397.23,8.37,15-07-2023
LON0CPRP5TAKIP6,CUSIYZ0BALXYU95,500,16.37,08-01-2020
LONJ79XQOCKZGXO,CUSRBRREAX6O6RL,63622.92,5.72,12-11-2025
LONJHL8ENDQ7WZA,CUSKWGSSMR32CNA,15436.56,9.76,26-12-2020
LON1NSR9S9P39Z5,CUSBBSHJHP8GF1N,7692.86,14.98,25-11-2023
LONU0DF8A0OFSPG,CUSJBCVZJN73L9Z,1237.51,11.36,22-11-2025
LONAIPWY3AKCYYO,CUSUDWR46RNV2VI,10934.17,13.24,09-12-2021
LONG014ZTO4TMSY,CUS6SV3TWJ8908R,16099.45,9.92,04-10-2025
LON8WOBP334ZI11,CUSGUYWISAXYSMT,4632.58,11.64,18-10-2020
LON19PQXMDEZZTZ,CUSW551VJVBSMMT,8720.82,14.56,06-04-2024
LONAP3W1190QW4O,CUSJ7C3J8EGRUUO,8631.08,17.45,28-04-2025
LONKO0NLSH2YDQT,CUSUI1KAVNJZO0P,48306.83,8.29,04-08-2025
LONO6EHTECBMALA,CUSWDXVC6WN93D8,500,7.53,08-07-2023
LON8DA32O89VXPM,CUSF8US2GK592V4,25665.88,3.61,16-07-2021
LONJ0UEQ4VHUMY6,CUSKD5S3730PEKL,747.73,14.8,04-11-2023
LONHDH0PYZR3VHA,CUSBN73Q8AHA6DX,26891.62,10.0,26-08-2023
LON6A51L0W2T4LH,CUSKB9GU4TP4ZSN,9109.83,16.48,21-02-2025
LON5A0AIMRWPVIZ,CUS2FB75AE1F7X3,55690.99,3.87,25-01-2022
LONQAJH68H7V7D2,CUSUPZRX9GTVNWZ,48293.41,3.61,15-07-2021
LON3WAF9TELRG5B,CUSPREVKBQ4RCYP,62643.42,3.86,15-01-2024
LONNYCQNMEEAIW8,CUSTDR1SY3LHGBU,35691.88,8.21,12-10-2020
LONQ82KYDVKW99U,CUSXPMZ3CFX90MD,30359.26,10.3,10-06-2022
LON7BDKPALSAAH0,CUS2IAV4F29J5ES,12895.65,14.23,08-04-2019
LONP4NIN73T01NM,CUSAV1CJ89TFRH7,22614.47,2.88,04-01-2021
LONVSAS70P8VRZI,CUSMA4O5DV2U143,25179.62,10.74,07-02-2023
LONDFP2BDE7R0G2,CUSHZIOIZJDB0DL,3785.91,9.67,04-12-2023
LON28PDPGSUI4P4,CUSD9X9T8UR2M6J,9213.61,18.33,23-09-2021
LONIDGXHO7TYO9S,CUS4LZFTAKDEXI4,791.83,8.31,12-07-2024
LON87F6X7AM4GPD,CUS0310MD32WST5,64595.31,6.55,06-03-2021
LONAXS9W21XJBH7,CUSUODSKJBC5A3D,65715.23,6.38,11-08-2020
LON0X62873QXB6C,CUSTK172RX8Z7LP,34839.86,10.16,22-12-2022
LONRN1VHJBER8Z8,CUSO28Y72TJ52G2,18144.55,10.41,04-01-2025
LONZ5VLO2VO2GM1,CUS87R8WHC0MBUO,500,7.44,05-12-2024
LONP3BR3DIEWXIE,CUSUOZZA5AJX1GS,5342.36,5.96,19-08-2023
LONZ9G7I7S94EA4,CUSXZUT5USGELQ5,12017.28,16.87,16-12-2022
LONFHSTMULFZFKF,CUSRGXQDRSLVD89,58020.95,8.78,14-11-2021
LONE83FHAY0OAEN,CUSPBIH9ZI1PZQW,8470.47,18.69,15-07-2021
LON5AYM2SUWXIH1,CUS9PR0R8RD6EV5,21529.61,6.1,26-11-2022
LONHZJIU3ZST8Y3,CUS45OCEXBF1G4I,12490.06,6.96,12-03-2024
LONR7O26K2EJB27,CUSCAUZ6WHUKHA7,36832.65,11.79,22-11-2019
LONL8LIUSDG8FIJ,CUSGRJS808LEZ6O,10179.11,9.5,06-08-2023
LON9FNJES2F4QMK,CUSOFEQ8WOXXFOW,73977.51,2.66,28-11-2021
LON2AG3MVPIXLTA,CUSKJZZSHNU9AAX,48709.68,1.0,16-02-2022
LONNFQXC4ENT7PD,CUSONA2ECXJ6IZU,42143.62,3.79,15-07-2019
LON3HR5YZ4VFYJ5,CUSWJZP1KYNSBM6,14123.85,7.3,15-06-2022
LONQ50WC363WFSN,CUSG8H6ZOPTLP1U,500,16.46,27-04-2019
LONIYEIRXZJXJ66,CUSCLWHHWWN6I0M,41993.89,7.07,28-09-2020
LON05PHGZSGCD2B,CUSMHKYB57O5IUL,67303.21,6.91,01-08-2025
LONWDGA91NSO0FF,CUSC09UFX397GF3,17396.32,9.14,10-08-2019
LON7UJLM53SCZ10,CUSGWR88YHZF3ED,14141.23,7.3,02-05-2020
LON8Z44GWI3NEPH,CUS19ELOWFNIRCI,14898.52,8.86,03-10-2024
LONQRNA8NTQ385E,CUSLU4N69RCGULP,500,4.07,21-01-2019
LONKTG212ZPM8V5,CUS7AP26JGBR66L,22483.27,6.19,27-01-2019
LONHIA8KVQUNOCR,CUSZHGF4P8WVKH3,51069.09,7.15,12-10-2024
LON7NYCIUPBT9RZ,CUSI0O01EH4UKQ0,18603.06,6.64,22-06-2025
LONAADEPFFUGUQK,CUSLWEST0HERHES,4241.61,10.1,24-12-2022
LONWK7H3AUNT5M8,CUSAHIJZWA7GEY7,5908.46,12.22,21-08-2020
LONK4JFQ5DQB81J,CUSSYVJJFSEKOIT,13538.25,3.41,13-06-2020
LONC2DW8YL2JF9N,CUSVS8EKM43C5OC,33021.37,3.7,28-09-2025
LONI49BM3BFCN0I,CUS6I9G96HH3H6F,11085.22,11.69,03-05-2024
LONX5J4LMBJXP32,CUS4NK7INRK1THA,13729.62,5.18,22-04-2023
LONBAMABQF5XJDK,CUSYFGE73DASWDV,33559.81,5.96,14-10-2019
LON67GM7MBH4Q21,CUSU0D2ZS0FH667,29777.96,9.69,01-04-2024
LON0CSU05LDB0BO,CUSO9R0VSJY6GK7,37039.28,4.49,24-11-2025
LONALBQ3596FZIV,CUSQE8FHEXSNJ7X,7873.9,17.85,24-10-2023
LON9ZJ5V30J89LI,CUSS4NQLPEVZKVC,15999.82,4.39,26-10-2024
LON1T6DZX1FENMG,CUS3AD28BJ4K0L4,14957.9,11.39,12-04-2024
LONXI2UWQ80DU41,CUSCB2H73591Y8C,7697.98,9.0,17-03-2022
LONVAWSZV0KJ5KQ,CUS1DGFQC63YQIY,9034.92,17.83,16-09-2023
LONL6KZFBC9SMMB,CUS460EQ3KPKWKL,19135.46,9.0,25-08-2019
LONNAH6JXAM24YI,CUSZE7V556AU0IY,38486.97,8.56,18-06-2021
LON7XQYMBK3N0PR,CUSXK52W8G4B0HS,29670.97,10.87,17-11-2023
LONJ9DXJN5B535D,CUSY03QWSQUKWF9,15645.81,9.58,17-12-2025
LONGRQD5EJ53WTI,CUS057V75KG2CTU,28171.12,7.05,07-02-2024
LONSZ2XVBPUQIE4,CUS9QQTBDJRRZ6R,41920.35,9.61,07-03-2024
LONVI0KI71IR3C4,CUSDJQC0KIVZY97,9188.77,3.17,02-11-2024
LON7B4QKTB1FA6Y,CUSI7LRBBKOASYX,41481.7,7.58,24-11-2021
LON3BMC5DEXK94C,CUSL3U2RCHE8ENF,20235.87,8.69,19-01-2022
LONUFXHI6058L9N,CUSO1D0USPD7V3P,2115.2,10.78,08-09-2020
LONTP68S5N47SJN,CUS5T9QDP38M5EP,500,5.23,03-09-2024
LON8URZ27VE3YXU,CUS5R7GLR30OPHL,13351.51,7.37,11-02-2021
LONMFEOJBV4O5HF,CUSG1VAS3XEFP7F,27743.35,6.49,26-10-2019
LON876BZHR75R55,CUSTPG8CGSVLCBT,48156.61,9.98,26-06-2023
LON9B3KRUPKSMWF,CUSIP93ZAEH95CC,30291.63,7.37,07-02-2021
LONL2BNIWETZH8X,CUSNAL898A1JZ6G,2270.96,14.79,18-12-2020
LONUSEHHRS7244N,CUS3V9PPO1XDITN,31853.94,7.04,12-10-2021
LON8EQZFSMEK6LG,CUSTLT365W64YQJ,1317.83,8.9,07-05-2022
LONZCTFED1AR3VB,CUSDTHKNICXE67C,27332.46,13.99,28-01-2022
LONFLNQJOO8MJKY,CUSKO9MZ0LN0UFD,9711.86,8.35,25-01-2022
LON8W8IGCADV61S,CUSKCYXKDUCLNN5,32358.3,12.86,10-06-2019
LONTIMMPQ1WV16C,CUSSDU133VEH2N9,23752.27,8.07,12-04-2025
LON2I3SIQGIO1JA,CUS9WL9TM7XENFA,15495.53,7.69,15-11-2020
LON20IHZW3EFBGF,CUSKI5R2SBI9KN9,10014.12,14.99,16-01-2020
LONJRWUT2F49TVY,CUSC3680KJRD5S4,983.88,17.37,26-10-2020
LON1NFZMTPA0HG0,CUSMEGK3VCFT7PM,8129.72,10.22,08-10-2022
LON7BN3U7ZJ86V2,CUS3EP18HJD53XQ,37226.16,2.49,06-07-2019
LONJGVOOXXVGRRZ,CUS8X5HDXGKE7EZ,65655.26,3.26,28-01-2024
LONFPOG72S479HD,CUSFEEYZHWOO3XD,23154.59,8.37,24-10-2024
LONKIT6SZBY12OE,CUSEE6DDUOULV7U,40622.96,5.84,23-01-2024
LONB3YZA3QM2JBL,CUSQXQ8FOCXBU49,67931.0,11.66,13-12-2025
LON7DES6T1QEQ2Z,CUS4SHG8XXTDTCB,43009.74,7.43,23-04-2024
LONIAKGX57NDB0U,CUSSMNJ5M36PYCR,12703.25,16.68,01-11-2021
LONC2K6Q8P6SFH9,CUSJHXG84H4B0E1,31627.75,10.44,20-03-2019
LONM6NRGKY4NZWX,CUSPD1F8PFXRPHT,1326.81,15.0,23-02-2024
LONCRGONXQTJR8N,CUSJXR7P4EV137S,32056.28,12.35,28-07-2019
LONMWUAK7TG8JCG,CUSWHLT5TRFUGP3,20530.88,7.16,12-02-2022
LONNAUGUB56N04C,CUS8FHXNM5N84SD,4450.0,9.32,13-02-2022
LON54T934UXZ7UN,CUS5IAMETAFBY6N,38157.51,10.92,15-11-2022
LON2WPDI71Z275H,CUS195K9FDWQYJA,26008.09,9.7,27-12-2025
LONOTHIL5UCA3UC,CUSMZ1FPNMALANH,8076.8,5.22,28-08-2020
LON3V0B36F3YNSQ,CUS3F0PPWMXUHV2,42562.59,8.7,08-08-2021
LON9R9J3Q0R2NSP,CUSZMVF5BWEYRB7,31605.11,8.81,22-02-2025
LONNZZIBE87Z3VP,CUSXOJMY7PW21QX,11627.35,16.9,15-10-2025
LONR6PP3YAIT2RV,CUSZL8KWIEGVNVM,36108.99,4.27,25-02-2024
LONL5CFNAR47QSG,CUS55C3Y24JUYL2,32218.02,10.39,08-04-2025
LON1RF5KRQLBUNP,CUSZ51RN2R8K510,28530.43,4.43,16-02-2025
LONN0KT1O60JS4G,CUSVSNYQT3GLRB8,55434.42,4.65,18-01-2020
LON67HOIIPE6DHT,CUS5FZV6ISR6HRJ,16636.65,11.08,25-10-2023
LONC3Y51P3CELUS,CUSMI7Q41HS9DUO,29344.54,8.02,27-11-2020
LON9KIXNDVSGB2N,CUS8TAV8ZR0UTQC,11793.29,16.1,23-08-2024
LON5PSG5M0ACIQ2,CUSRL1D00YZM0UU,16664.81,10.12,06-01-2019
LON32KJ5BOPLH2L,CUSSVSTGH11XVY2,5102.51,11.98,16-06-2025
LONQ9AHAHFKL8ZI,CUSBA8R89K1GG6U,6910.23,14.91,07-11-2025
LONYATBG8Y5KB4U,CUSBX7FDVJTZ3U8,500,9.69,11-10-2022
LONTDMHOB7JZN2C,CUSE7I1YFWBG2L4,18142.89,10.94,05-12-2023
LONRJSYYD9C9N9O,CUSNUP9LX8F17PU,8676.61,9.13,28-02-2021
LONJRA9737RLVLJ,CUS6ULQ014L2GRM,44406.69,8.03,17-10-2024
LONK1GZ0WNHFCEB,CUSAR5LA3UG7YKO,500,5.85,15-02-2020
LONYEEHILOSY6VI,CUSL07A0W4YBUIB,73566.48,7.59,23-08-2024
LONFPUNYOSQ52XT,CUS9QIPV2U5VDUF,25002.36,12.85,19-02-2019
LON6I0HA51XX07Z,CUSK72SXK5NR5PR,12319.97,5.44,06-12-2023
LONXVSUPGI1CQYL,CUSLIN3I3QYK08N,34403.2,9.75,25-03-2024
LON30HL855UD8UE,CUSUMQ9ZY596CTR,55884.75,3.97,27-11-2023
LONELHO0LUGN62G,CUSPBW9T73BIKZ1,8657.15,12.52,05-11-2025
LONF9ZVLGAARZYK,CUS8ZW7NHPGJX19,51144.09,6.42,01-01-2025
LON5G44ZWQPNM06,CUSE50CIIVA9BGE,20009.89,7.15,22-06-2023
LONEQZPAQLE5XEB,CUSXAB9VW9V94D0,25414.44,9.88,26-07-2019
LOND6LNGHEWJ7ZP,CUSG3R7PV30AW75,46378.34,7.99,02-08-2022
LONYMV48JOBB3QV,CUSMD924KHWR9ZA,37877.68,3.99,06-08-2025
LONZVOGQL0KNQDN,CUSLTBZK8R81930,1742.51,15.23,16-11-2024
LONDS15J3XHWAYZ,CUSKMZ1M4RAG6KB,10955.39,9.53,03-09-2023
LONJAI5WBH6052L,CUSTUV3OQQ0U3OQ,18485.55,7.51,22-10-2019
LONWMORPF062ZIT,CUSXIADBT5LWQK8,500,9.58,19-10-2019
LONT5LRRK5EA951,CUSREAE399KA0HQ,6986.0,10.5,12-07-2023
LONKMIF31JXWKWM,CUSJFI9VWXVA5F8,62803.66,10.8,04-10-2021
LONVA1HANMF9NKP,CUS4RONA71WAL3Y,46382.35,8.14,08-07-2022
LON9KJ42ALSV3OK,CUSNVURET8H73DH,500,11.12,05-03-2020
LON6T5FQAQQVVRR,CUSQD90JUR2EQSP,66243.51,10.53,21-08-2021
LON3GE7KEA6H7QZ,CUSKYK4ZOTAQWJI,23261.68,10.54,25-05-2022
LONWEB57CJL0DSQ,CUS01SRJ3WUA4Z3,40939.88,9.43,07-05-2023
LON60AVRX6TQJR2,CUS9HDYO8ZQU4EQ,2777.6,10.31,25-08-2023
LONTRKT9BC4406M,CUSJDHF1DEHKUOI,4101.86,14.28,01-08-2019
LONV4LRAVQ0IYT8,CUSJRLCYV7ODY3F,40768.44,4.87,01-10-2020
LONBRS5RDZE4XFU,CUSTISFVRB5ORLR,2762.97,8.96,20-12-2019
LON482VMBUW2MR7,CUSTERR3SGINP6R,30453.35,7.37,10-11-2023
LONWX86N3R3B41V,CUS8P3NBEJ4VE0L,500,8.04,15-12-2023
LONHE9A3ZQ1VOFZ,CUSQLX12KS6V0PR,7815.59,8.9,01-01-2024
LONCP4JF1VMXUHW,CUSXTRGFWEW6DYR,14843.51,6.75,12-07-2019
LONODBK0OMXQP9B,CUS8DBNSWET9TH3,10353.52,7.22,06-05-2022
LON8R953BGPBQJA,CUSQHG49BW5WHNG,4654.56,11.44,04-10-2025
LONU6UMUYT803F9,CUSHZEFAMM91HRM,2640.72,18.43,26-10-2023
LONKJ3BUKOYLYKB,CUSDGH1REG8GJRP,38383.97,3.4,27-08-2024
LONT9NXG6ZVWLNT,CUSVKZAWP9XFWX7,46636.47,13.04,03-09-2024
LONLDUX7NSEUKN3,CUS6WHJMSVGEEF9,16110.44,9.63,03-12-2021
LONEN5Y6ZHXV358,CUSBLN1YV76XN0N,20547.87,6.87,06-09-2019
LONZ57P29B9ENLJ,CUSDJUU5CC9ZZC9,55140.88,5.79,04-12-2022
LONGH84GS8HJM7L,CUSAU5OGTW3A0RL,36198.54,3.81,17-05-2021
LON6TGFQZ69P9LV,CUS2QT6UR7KFMYF,53126.61,12.21,14-02-2020
LONHEHCZHYP7LPM,CUS6H3G7095K21G,1826.97,10.38,28-01-2023
LONFBYRDEBOFF04,CUS5DVGM8W1GYT9,22401.27,11.59,20-01-2019
LONN7DKK0BJAPPB,CUSVM2ZY11CLR9C,24541.11,10.16,14-08-2020
LON2RAX3RZHHEEE,CUSOUMQXYB7B40O,37878.09,4.39,25-03-2024
LONI2Y0L8F42U6W,CUSE08RIJ3KB0IT,3275.59,6.82,01-10-2020
LONVI9PZM9GQJT1,CUSJUYB6T9DSGG4,21412.47,8.07,16-07-2024
LONC3HRVVEZMZL3,CUSNWKVWGNA2YA9,5057.24,1.0,23-07-2019
LONR6440O0LP5ED,CUS16BO1FYP1IB1,35238.89,4.2,19-12-2023
LONK4IY176EIRQY,CUS5O14GKPS48GC,42154.2,4.06,11-01-2020
LONKG3TK9XKTHUL,CUSMONFUIJ0CABD,68661.86,2.52,25-07-2021
LONKMQPRJDGJQS9,CUSU3LTZKAX383Q,35784.28,3.85,16-07-2020
LONLA4MHPAKOBD6,CUSA95VEDPKV5LE,500,5.69,26-10-2023
LONYCC6ESN9LFXT,CUS80UJK22MGITJ,14164.46,6.66,02-10-2024
LON802VZYGSH7JS,CUS66BU4NC697S8,39706.68,13.35,11-03-2024
LONHJUYZ948BUEG,CUSB95T6MRL4JTM,500,11.67,15-10-2024
LON7U4I6CD0O769,CUSZPGPZASCWDJJ,12762.14,12.71,15-01-2024
LONDZWMKYIGRZ65,CUSN7C96WQQIIJL,27953.84,4.79,28-12-2019
LONZ478LZFOKYL3,CUS9ADHGVWIFUTH,27274.88,6.56,01-10-2020
LON7DBFKU3V7LEF,CUSFD5DX4EE5S1O,30230.37,4.9,14-10-2019
LONT1B820DLJ6WY,CUSEKUP5UIRNKL2,38602.18,9.79,26-01-2021
LONOK7XHN3852XV,CUS2H6JYKAV4HK4,21748.85,6.07,04-03-2022
LON87UB0NAGGJO7,CUSXN9P8OVX8S2D,11461.41,7.96,01-02-2022
LONH49SBE0KLMOS,CUSDGT5HNZAAF3P,36553.68,8.32,01-08-2020
LON74TNPHB9PIKB,CUSTEIAFZC6GQB9,14466.12,11.26,19-01-2023
LON0QRQ8O6KCU2T,CUST7B9SIDRIJ5Y,5931.36,5.54,05-03-2022
LON2WX5RR1L3LGL,CUSK1Q4IEJXDRF1,15723.89,4.17,05-11-2019
LON0FJ4OCA4HLCV,CUS8F8TXO4XN49V,12056.25,15.93,02-10-2025
LON0T3LD0LZADED,CUS3OMW3SQEYIXU,12065.33,6.72,18-09-2021
LON2ZWTGNFYNK4I,CUS67S0175A2QWP,21590.84,7.94,24-01-2022
LONXW2PNSLZNT8W,CUSPG9STMMFVCSA,62863.21,3.44,12-03-2021
LONGR6NNGO62VVL,CUSJN7KH3481T3C,500,13.81,26-02-2025
LONL8XFVEJT9GU8,CUSBZYCHODO6200,39006.33,3.13,08-11-2019
LONNA0Q2XL24A8T,CUSOBR668YDHNAH,35719.01,8.8,15-11-2020
LON0JMWR9ZJIV6V,CUSV6PJIUYTN9CE,10638.52,3.03,16-08-2022
LONE1GB56NFU9YC,CUS5WNY51J6W59V,6797.47,10.98,01-03-2024
LONPQ0BRI0Y7AH8,CUSODRSYTCTBGBR,35609.62,6.04,18-02-2021
LONJ6TOJMMCFMEE,CUSJ2BBNRN77ERX,5778.07,14.03,17-11-2024
LON8RVMCZIXEGOW,CUSHCG2B7QV4RXR,23751.09,9.35,09-07-2022
LON2VB3JT3YMU7N,CUSDHP4CGGRKKY2,52253.96,12.97,07-01-2025
LONIH569W0LL9W6,CUSH3VIPUZGNS2M,5017.86,16.12,02-03-2021
LON828MV4BZBAM9,CUSWCVONKIMY0IU,44714.57,11.31,06-02-2025
LONMBGY0310F2SZ,CUS4KC022DB8IK1,37118.77,7.56,01-03-2025
LONI36E6A2C0NTE,CUSR4Z340U79E89,13014.99,8.51,15-02-2023
LONXOJXYZIRLPEZ,CUS2IQM3EZZROU5,68377.38,3.15,16-03-2022
LON0WS7K1MII8VM,CUS84SASMP0G5PM,500,9.59,25-09-2022
LONFKLO8BYUS27F,CUSNR9IIKW32G7Z,32909.7,7.04,17-02-2023
LONE81LBCPXUSMZ,CUS5K48MT6F0T8T,8141.81,13.21,08-02-2025
LONCKAJY0YGSJ7G,CUSM1K1810OUE0U,12040.63,8.85,18-12-2019
LON6KLEMV7GAO19,CUSK0LFBXRWPPSX,29360.91,11.02,22-10-2020
LONR4IT4ZVI3ZHB,CUSOA13UJYDRWHI,9277.21,8.19,04-11-2025
LONF50EDRV6E3RG,CUSH57R4JJPCSES,5797.01,12.95,11-02-2022
LONVY7LNGKLKAYR,CUSRLVL99ZR1TL8,16052.96,4.71,28-02-2024
LONJIHOWRI4B3BM,CUS054SKV1HG6LT,8095.49,3.89,08-03-2025
LONRJWF4TU0OSGK,CUSA11JI64O1HUH,40686.9,11.37,13-02-2022
LONPDFTIXG0Z5ME,CUS7SZSU6MK48RP,1990.84,6.66,20-12-2024
LONW8FJB5M0WQMZ,CUSO7F0BRO5XYT8,37295.97,7.99,21-11-2025
LONL2H4VWTJYGI0,CUSNHKOQ1UN4MLN,54671.41,5.79,20-01-2024
LONQPUHCPFST9XJ,CUSTE7MWWDO1R71,64133.61,4.21,07-01-2025
LON0OJII8YGLXY9,CUSCA38D2FOSOJF,9795.71,11.59,01-09-2024
LONPTR4IO7WFHNZ,CUSU68459696EM7,15662.15,7.05,08-01-2022
LONM5KHRTZ99YI5,CUSF92EI1HJAHD1,15499.45,11.89,04-10-2019
LON9XUIVOXW422G,CUSCJIMCTGI1PT8,28773.1,3.71,25-04-2019
LON115NW27QJ6YC,CUS18ZUZ0N1597X,23249.2,5.94,27-06-2021
LONH493K0QOJKHP,CUSR9FGKMQO2GML,56304.4,9.78,26-01-2021
LONQZ6Y43CI7Q7S,CUSXDNYV2DN587G,36836.39,9.28,03-09-2023
LONPOTLQX0RWRKY,CUS9XYGPQTI8PK1,43645.03,8.94,20-04-2022
LONHVV51Z8P9QWQ,CUSN183JIKC114Y,34351.18,6.98,20-01-2019
LONFZTFL6M81DTI,CUS32LHW8YGMNX9,25761.04,10.08,14-08-2022
LON8T1E38SOUOEL,CUSIWG9DGFOD4LC,9210.99,15.53,24-10-2019
LONXGH0PWZ6WF1Q,CUS9PBNXMSMFCBS,38719.59,2.92,16-07-2024
LON10UBA6TWBY1X,CUSF3K3UC2AN7ST,42453.7,12.63,17-07-2021
LONMCQHE08I2G8V,CUSXSLTX0OOEAC0,28610.73,6.43,03-02-2024
LONB98QG6Y9DOL9,CUSA1NMA4RVEFVG,41576.09,6.86,18-02-2025
LONT3PKHDSHDGVX,CUSHDOU3INFVVAK,38003.96,8.69,26-02-2019
LON5JW1R8HKFIJA,CUSR0WY1ZLFIH3N,500,8.05,25-09-2019
LONZR9JGOZVOLJG,CUSACPA9921ZXGK,9514.18,8.31,02-02-2023
LON4EGD6DKT6VJA,CUSGRDKDMOHIJOB,36770.32,10.93,25-10-2022
LONRWIBPLB95YG4,CUSJBDOMJHHLXUR,39008.7,8.33,09-11-2025
LONLQX8WHA2QQGC,CUSHR9FFN94WVOG,44143.91,3.2,14-12-2025
LONHW384OT71JOD,CUS9Z1R8FSDMSPH,5541.68,11.73,02-12-2020
LON9DDSMTCEVGDT,CUS451B6TAOVFMQ,28817.2,7.74,05-02-2019
LON3TD947N8FFSW,CUS989MB5ZBJNQF,44778.63,8.7,10-11-2023
LONF35SBXH6K7EH,CUSL1JFX77S67WU,31481.6,8.3,15-08-2021
LONFMQ71JX0IEFE,CUS3UEM5WXCB413,3295.85,4.23,13-09-2022
LON0FZTTB1I8FNT,CUS4ZWKZWU725RI,35110.93,9.89,03-06-2019
LONPMH2V6JHER7J,CUSY0DN5250K0LQ,11569.26,11.77,21-10-2023
LONJ8ETJJOV44HP,CUSYDAG8QQNF165,36263.7,5.95,19-11-2019
LON7YA4A0ZAJH2Y,CUSU04CNCI9JO13,48550.2,6.5,04-12-2023
LONWZIE1185XREF,CUSRIBLLW3Q9B5W,34586.64,6.09,18-10-2020
LONI6ZIPQRAUT3G,CUS950Y2HRE7WC2,7651.93,16.11,19-11-2023
LONV163RK7ZHL0L,CUS7LS9F8BOKKXA,12960.76,11.35,14-02-2025
LONTAKT9CKE6PNS,CUS8X0OH5XP57E3,14087.55,5.95,22-08-2022
LON7T4IL7YZIIHU,CUSFC9L2FQAN4R0,34772.08,7.69,13-03-2021
LONXGG7OR9I4MYW,CUSLCVSKN18NVUA,35309.41,12.77,20-08-2022
LON98XEVOPOMG5Z,CUSP1O1J0SZ0AVE,10565.74,16.58,10-11-2020
LON6XZFC3ZUY6XX,CUS2E4R6BYX0D9V,18720.21,9.03,09-09-2021
LONR3OJ67XRSKB6,CUST14A0UV7SITW,500,9.53,20-09-2025
LONX6788ZD4J9TK,CUSQCN7EGGW6ILG,70950.13,3.5,12-01-2019
LON50H8NKDAV395,CUSLWDXMGHKR7SS,26755.51,11.27,20-10-2020
LON9AZCY6HR14IE,CUSB7883BMT1LXZ,31421.16,7.88,22-08-2024
LONYYPXO5GGW0SU,CUS5BEEME8QJ55R,79123.7,3.25,06-11-2019
LONL2FNES2I9PGV,CUSGT7A67JHF2GJ,24048.08,4.69,26-10-2021
LONHHPUJVV8VK69,CUSHO09E0ETPM7F,45865.86,5.09,18-08-2025
LONAK1JMC772099,CUS1R82IVK1BX6A,30398.06,10.57,20-10-2023
LON5FJO6YD4UEIY,CUS6PMVKQAZ1XXP,5930.77,7.81,22-04-2021
LON3MGXS695M52G,CUS6I1BJMGAYXE8,31390.02,5.76,21-08-2023
LONMQK7HA5J13YD,CUS8HHN6QMUUMTD,26434.8,6.03,19-01-2019
LONLPD2AEGPEBRQ,CUSBMNNSL9YQHXW,32094.67,8.52,05-10-2025
LONT4LXUZRWHIZZ,CUSEEDIX7CEOWFS,47214.57,1.12,02-10-2023
LONYWVF9SGE1DDN,CUSK0SQAQZKBMDK,52276.46,8.29,01-04-2021
LONJPGVLO5EZVJE,CUSVCGCO9ZID9L3,47431.65,11.14,22-04-2019
LONLKCQY1ET5JR1,CUSR16DMZ8GURRH,18625.64,10.53,08-10-2021
LONMJ7SZW5D5CJ7,CUSHTX0YTUTXAMI,38877.86,10.46,25-07-2019
LONYK4UU31I515L,CUSHDSUA0WGSV4V,48847.71,4.62,09-06-2024
